timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1567531814100,492,video795 /qa/origin/getall,200,OK,Thread Group 1-1,text,true,,4302,394,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/origin/getall,492,0,0
1567531814593,500,video798 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,500,0,0
1567531815094,822,video802 /qa/content,200,OK,Thread Group 1-1,text,true,,31816,772,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=10&page=1&order=recent&type=video,820,0,200
1567531815917,274,video804 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,274,0,0
1567531816197,476,home815 /qa/content?size=4&page=1&order=recent,200,OK,Thread Group 1-1,text,true,,743,470,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,476,0,0
1567531816674,484,home812 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,384,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,484,0,0
1567531817158,620,home813 /qa/author/getspecialistscard?qty=4,200,OK,Thread Group 1-1,text,true,,743,467,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,620,0,191
1567531817779,273,home814 /qa/content?size=4&page=1&order=spotlight,200,OK,Thread Group 1-1,text,true,,743,473,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,273,0,0
1567531818053,517,home817 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,743,469,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,517,0,0
1567531818572,511,home816 /qa/content?size=4&page=1&order=trend,200,OK,Thread Group 1-1,text,true,,743,469,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,511,0,0
1567531819084,258,home824 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6180,757,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,258,0,0
1567531819343,658,home820 /qa/content?size=2&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,491,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,658,0,208
1567531820002,272,home818 /qa/content?size=1&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,491,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,272,0,0
1567531820275,246,home825 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,755,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,246,0,0
1567531820522,299,home821 /qa/content?size=1&page=1&order=recent&type=magazine,200,OK,Thread Group 1-1,text,true,,743,484,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,299,0,0
1567531820822,636,home823 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,757,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,624,0,0
1567531821459,4658,home822 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,761,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,4642,0,4036
1567531826118,1053,home819 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,758,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,1053,0,370
1567531827172,325,home828 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,779,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,325,0,0
1567531827498,598,home829 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,779,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,598,0,0
1567531828096,485,home831 /qa/content,200,OK,Thread Group 1-1,text,true,,1349,772,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,485,0,0
1567531828583,4524,noomis503 /home,200,OK,Thread Group 1-1,text,true,,3272,485,1,1,https://qa.noomis.febraban.org.br/home,4524,0,3892
1567531833108,394,noomis540 /o/oauth2/iframe,200,OK,Thread Group 1-1,text,true,,1153,502,1,1,https://accounts.google.com/o/oauth2/iframe,393,0,280
1567531833503,869,noomis531 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,455,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,846,0,238
1567531834372,248,noomis530 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6291,455,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,248,0,0
1567531834620,490,noomis526 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,427,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,490,0,0
1567531835111,673,noomis528 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,453,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,673,0,0
1567531835785,1092,noomis527 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,459,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,1092,0,560
1567531836878,460,noomis529 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,456,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,460,0,0
1567531837339,272,noomis565 /qa/content,200,OK,Thread Group 1-1,text,true,,1349,470,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,272,0,0
1567531837612,466,noomis560 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,477,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,466,0,0
1567531838078,584,noomis561 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,477,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,584,0,362
1567531838662,263,login606 /o/oauth2/auth,200,OK,Thread Group 1-1,text,true,,1895,794,1,1,https://accounts.google.com/o/oauth2/auth?redirect_uri=storagerelay%3A%2F%2Fhttps%2Fqa.noomis.febraban.org.br%3Fid%3Dauth137192&response_type=permission%20id_token&scope=email%20profile%20openid&openid.realm=&client_id=953908925017-ilqp35g5tprmclouve4aa88h33qb0olv.apps.googleusercontent.com&ss_domain=https%3A%2F%2Fqa.noomis.febraban.org.br&fetch_basic_profile=true&gsiwebsdk=2,262,0,104
1567531839364,345,login608 /accounts/CheckConnection,200,OK,Thread Group 1-1,text,true,,12445,911,1,1,https://accounts.youtube.com/accounts/CheckConnection?pmpo=https%3A%2F%2Faccounts.google.com&v=-1471234930&timestamp=1567434549631,338,0,211
1567531839719,133,login630 /o/oauth2/iframerpc,200,OK,Thread Group 1-1,text,true,,598,802,1,1,https://accounts.google.com/o/oauth2/iframerpc?action=issueToken&response_type=token%20id_token&login_hint=AJDLj6ITFJsmFe44FvXmOHTDy-LHHRA3OvDj6yLqUylJoL-SE_aj1mWTcug4hzjE6CCvEq8H2UIEC07EkOpJ2WSGItHG1NXrUrBzGA-kwrdGF4o2fTGiKdU&client_id=953908925017-ilqp35g5tprmclouve4aa88h33qb0olv.apps.googleusercontent.com&origin=https%3A%2F%2Fqa.noomis.febraban.org.br&scope=openid%20profile%20email&ss_domain=https%3A%2F%2Fqa.noomis.febraban.org.br,133,0,0
1567531839853,178,login632 /qa/auth/signupwithgoogle,200,OK,Thread Group 1-1,text,true,,744,457,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/signupwithgoogle,178,0,0
1567531840032,446,login634 /qa/auth/user,200,OK,Thread Group 1-1,text,true,,743,445,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/user,446,0,0
1567531840479,614,login636 /qa/auth/user,200,OK,Thread Group 1-1,text,true,,2331,733,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/user,614,0,166
1567531841094,445,login637 /home,304,Not Modified,Thread Group 1-1,text,true,,651,468,1,1,https://qa.noomis.febraban.org.br/home,0,0,167
1567531841540,191,login657 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,410,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,191,0,0
1567531841732,340,login658 /qa/content?size=4&page=1&order=spotlight,200,OK,Thread Group 1-1,text,true,,743,499,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,339,0,0
1567531842072,261,login667 /o/oauth2/iframe,200,OK,Thread Group 1-1,text,true,,1303,459,1,1,https://accounts.google.com/o/oauth2/iframe,258,0,140
1567531842333,295,login661 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,743,495,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,295,0,0
1567531842629,758,login659 /qa/author/getspecialistscard?qty=4,200,OK,Thread Group 1-1,text,true,,743,493,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,758,0,326
1567531843389,679,login662 /qa/content?size=4&page=1&order=trend,200,OK,Thread Group 1-1,text,true,,743,495,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,679,0,0
1567531844068,570,login660 /qa/content?size=4&page=1&order=recent,200,OK,Thread Group 1-1,text,true,,743,496,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,570,0,0
1567531844639,564,login670 /qa/content?size=1&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,517,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,564,0,133
1567531845203,464,log680 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,781,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,464,0,0
1567531845668,545,log678 /qa/content?size=2&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,517,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,545,0,0
1567531846213,933,log679 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,787,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,933,0,0
1567531847147,750,log681 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6180,783,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,750,0,224
1567531847897,617,log682 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,784,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,617,0,0
1567531848514,374,loged688 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,783,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,374,0,0
1567531848888,205,loged690 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,805,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,205,0,0
1567531849094,287,loged693 /qa/content?size=1&page=1&order=recent&type=magazine,200,OK,Thread Group 1-1,text,true,,743,510,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,287,0,0
1567531849381,449,loged697 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,805,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,449,0,219
1567531849831,465,loged706 /qa/content,200,OK,Thread Group 1-1,text,true,,1349,798,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,465,0,0
1567531850297,430,especialistas738 /qa/author/getspecialistscard?qty=100,200,OK,Thread Group 1-1,text,true,,743,504,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=100,430,0,0
1567531850728,214,especialistas751 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,9391,792,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=100,214,0,0
1567531850943,662,perfil765 /editarPerfil,304,Not Modified,Thread Group 1-1,text,true,,652,460,1,1,https://qa.noomis.febraban.org.br/editarPerfil,0,0,173
1567531851605,644,perfil766 /qa/tag,200,OK,Thread Group 1-1,text,true,,743,447,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/tag,644,0,192
1567531852250,361,perfil768 /o/oauth2/iframe,200,OK,Thread Group 1-1,text,true,,1170,467,1,1,https://accounts.google.com/o/oauth2/iframe,356,0,209
1567531852612,202,perfil770 /qa/tag,200,OK,Thread Group 1-1,text,true,,1199,735,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/tag,202,0,0
1567531852815,491,em alta779 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,491,0,0
1567531853307,250,em alta775 /qa/author/getall,200,OK,Thread Group 1-1,text,true,,12961,394,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getall,250,0,0
1567531853558,239,em alta776 /qa/origin/getall,200,OK,Thread Group 1-1,text,true,,4302,394,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/origin/getall,239,0,0
1567531853797,457,em alta778 /qa/magazine/filters,200,OK,Thread Group 1-1,text,true,,1719,397,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/magazine/filters,457,0,235
1567531854255,192,em alta780 /qa/content?size=10&page=1&order=trend&type=recent,200,OK,Thread Group 1-1,text,true,,743,484,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=10&page=1&order=trend&type=recent,192,0,0
1567531854447,228,em alta777 /qa/category/getall,200,OK,Thread Group 1-1,text,true,,2406,396,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/category/getall,228,0,0
1567531854675,749,em alta783 /qa/content,200,OK,Thread Group 1-1,text,true,,63010,772,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=10&page=1&order=trend&type=recent,607,0,0
1567531855424,215,em alta785 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,215,0,0
1567531855639,189,video796 /qa/category/getall,200,OK,Thread Group 1-1,text,true,,2406,396,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/category/getall,189,0,0
1567531855828,615,video799 /qa/content?size=10&page=1&order=recent&type=video,200,OK,Thread Group 1-1,text,true,,743,484,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=10&page=1&order=recent&type=video,615,0,177
1567531856444,544,video797 /qa/magazine/filters,200,OK,Thread Group 1-1,text,true,,1719,397,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/magazine/filters,544,0,0
1567531856989,491,video794 /qa/author/getall,200,OK,Thread Group 1-1,text,true,,12961,394,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getall,491,0,0
1567531857481,476,video795 /qa/origin/getall,200,OK,Thread Group 1-1,text,true,,4302,394,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/origin/getall,476,0,0
1567531857958,414,video798 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,414,0,219
1567531858373,649,video802 /qa/content,200,OK,Thread Group 1-1,text,true,,31816,772,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=10&page=1&order=recent&type=video,649,0,0
1567531859022,517,video804 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,386,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,517,0,0
1567531859539,654,home815 /qa/content?size=4&page=1&order=recent,200,OK,Thread Group 1-1,text,true,,743,470,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,654,0,0
1567531860194,647,home812 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,384,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,647,0,182
1567531860841,434,home813 /qa/author/getspecialistscard?qty=4,200,OK,Thread Group 1-1,text,true,,743,467,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,434,0,0
1567531861275,455,home814 /qa/content?size=4&page=1&order=spotlight,200,OK,Thread Group 1-1,text,true,,743,473,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,454,0,0
1567531861730,356,home817 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,743,469,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,356,0,0
1567531862086,213,home816 /qa/content?size=4&page=1&order=trend,200,OK,Thread Group 1-1,text,true,,743,469,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,213,0,0
1567531862300,414,home824 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6180,757,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,414,0,166
1567531862718,289,home820 /qa/content?size=2&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,491,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,289,0,0
1567531863008,437,home818 /qa/content?size=1&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,491,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,437,0,0
1567531863445,617,home825 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,755,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,617,0,0
1567531864063,564,home821 /qa/content?size=1&page=1&order=recent&type=magazine,200,OK,Thread Group 1-1,text,true,,743,484,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,564,0,0
1567531864628,606,home823 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,757,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,605,0,178
1567531865235,604,home822 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,761,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,604,0,0
1567531865840,418,home819 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,758,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,418,0,0
1567531866258,477,home828 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,779,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,477,0,0
1567531866735,584,home829 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,779,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,584,0,136
1567531867319,332,home831 /qa/content,200,OK,Thread Group 1-1,text,true,,1349,772,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,332,0,0
1567531867652,436,noomis503 /home,200,OK,Thread Group 1-1,text,true,,3272,485,1,1,https://qa.noomis.febraban.org.br/home,436,0,208
1567531868088,375,noomis540 /o/oauth2/iframe,200,OK,Thread Group 1-1,text,true,,1112,502,1,1,https://accounts.google.com/o/oauth2/iframe,371,0,250
1567531868464,1275,noomis531 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,455,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,799,0,186
1567531869739,484,noomis530 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6291,455,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,484,0,0
1567531870224,228,noomis526 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,427,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,228,0,0
1567531870452,241,noomis528 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,453,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,241,0,0
1567531870694,580,noomis527 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,459,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,580,0,207
1567531871274,628,noomis529 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,456,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,628,0,0
1567531871902,478,noomis565 /qa/content,200,OK,Thread Group 1-1,text,true,,1349,470,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,478,0,0
1567531872381,222,noomis560 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,477,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,222,0,0
1567531872604,200,noomis561 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,477,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,200,0,0
1567531872806,316,login606 /o/oauth2/auth,200,OK,Thread Group 1-1,text,true,,1880,794,1,1,https://accounts.google.com/o/oauth2/auth?redirect_uri=storagerelay%3A%2F%2Fhttps%2Fqa.noomis.febraban.org.br%3Fid%3Dauth137192&response_type=permission%20id_token&scope=email%20profile%20openid&openid.realm=&client_id=953908925017-ilqp35g5tprmclouve4aa88h33qb0olv.apps.googleusercontent.com&ss_domain=https%3A%2F%2Fqa.noomis.febraban.org.br&fetch_basic_profile=true&gsiwebsdk=2,313,0,166
1567531873445,803,login608 /accounts/CheckConnection,200,OK,Thread Group 1-1,text,true,,12550,911,1,1,https://accounts.youtube.com/accounts/CheckConnection?pmpo=https%3A%2F%2Faccounts.google.com&v=-1471234930&timestamp=1567434549631,797,0,661
1567531874248,133,login630 /o/oauth2/iframerpc,200,OK,Thread Group 1-1,text,true,,787,802,1,1,https://accounts.google.com/o/oauth2/iframerpc?action=issueToken&response_type=token%20id_token&login_hint=AJDLj6ITFJsmFe44FvXmOHTDy-LHHRA3OvDj6yLqUylJoL-SE_aj1mWTcug4hzjE6CCvEq8H2UIEC07EkOpJ2WSGItHG1NXrUrBzGA-kwrdGF4o2fTGiKdU&client_id=953908925017-ilqp35g5tprmclouve4aa88h33qb0olv.apps.googleusercontent.com&origin=https%3A%2F%2Fqa.noomis.febraban.org.br&scope=openid%20profile%20email&ss_domain=https%3A%2F%2Fqa.noomis.febraban.org.br,131,0,0
1567531874381,617,login632 /qa/auth/signupwithgoogle,200,OK,Thread Group 1-1,text,true,,744,457,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/signupwithgoogle,617,0,176
1567531874999,443,login634 /qa/auth/user,200,OK,Thread Group 1-1,text,true,,743,445,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/user,443,0,0
1567531875442,217,login636 /qa/auth/user,200,OK,Thread Group 1-1,text,true,,2331,733,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/auth/user,217,0,0
1567531875659,409,login637 /home,304,Not Modified,Thread Group 1-1,text,true,,651,468,1,1,https://qa.noomis.febraban.org.br/home,0,0,168
1567531876068,286,login657 /qa/theme,200,OK,Thread Group 1-1,text,true,,1745,410,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/theme,286,0,0
1567531876354,189,login658 /qa/content?size=4&page=1&order=spotlight,200,OK,Thread Group 1-1,text,true,,743,499,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,189,0,0
1567531876544,212,login667 /o/oauth2/iframe,200,OK,Thread Group 1-1,text,true,,1262,459,1,1,https://accounts.google.com/o/oauth2/iframe,211,0,94
1567531876756,755,login661 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,743,495,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,755,0,313
1567531877511,448,login659 /qa/author/getspecialistscard?qty=4,200,OK,Thread Group 1-1,text,true,,743,493,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,448,0,0
1567531877960,185,login662 /qa/content?size=4&page=1&order=trend,200,OK,Thread Group 1-1,text,true,,743,495,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,185,0,0
1567531878146,480,login660 /qa/content?size=4&page=1&order=recent,200,OK,Thread Group 1-1,text,true,,743,496,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,480,0,0
1567531878626,193,login670 /qa/content?size=1&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,517,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,193,0,0
1567531878819,435,log680 /qa/author/getspecialistscard,200,OK,Thread Group 1-1,text,true,,4619,781,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/author/getspecialistscard?qty=4,435,0,233
1567531879255,448,log678 /qa/content?size=2&page=1&order=recent&type=video&ciab=true,200,OK,Thread Group 1-1,text,true,,743,517,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,448,0,0
1567531879704,270,log679 /qa/content,200,OK,Thread Group 1-1,text,true,,16640,787,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=spotlight,270,0,0
1567531879974,244,log681 /qa/content/getcontentbyinteresttheme,200,OK,Thread Group 1-1,text,true,,6180,783,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content/getcontentbyinteresttheme,244,0,0
1567531880235,589,log682 /qa/content,200,OK,Thread Group 1-1,text,true,,14839,784,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=recent,589,0,0
1567531880824,633,loged688 /qa/content,200,OK,Thread Group 1-1,text,true,,26384,783,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=4&page=1&order=trend,632,0,224
1567531881458,220,loged690 /qa/content,200,OK,Thread Group 1-1,text,true,,2587,805,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=video&ciab=true,220,0,0
1567531881680,482,loged693 /qa/content?size=1&page=1&order=recent&type=magazine,200,OK,Thread Group 1-1,text,true,,743,510,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=1&page=1&order=recent&type=magazine,482,0,0
1567531882163,237,loged697 /qa/content,200,OK,Thread Group 1-1,text,true,,7973,805,1,1,https://pc-ap1-qa.noomis.febraban.org.br/qa/content?size=2&page=1&order=recent&type=video&ciab=true,237,0,0
